"Date","Price","Open","High","Low","Vol.","Change %"
"09/04/2024","23.75","24.30","24.15","23.60","12.63M","-2.26%"
"09/05/2024","23.40","23.75","23.75","22.75","21.61M","-1.47%"
"09/06/2024","23.50","23.40","23.80","23.00","20.60M","0.43%"
"09/09/2024","23.50","23.50","23.50","22.90","24.41M","0.00%"
"09/10/2024","23.00","23.50","23.75","22.95","19.99M","-2.13%"
"09/11/2024","24.00","23.05","24.20","23.05","39.81M","4.35%"
"09/12/2024","23.90","24.00","24.10","23.75","31.11M","-0.42%"
"09/13/2024","23.70","23.90","24.00","23.70","15.54M","-0.84%"
"09/17/2024","24.25","23.70","24.25","23.90","45.63M","2.32%"
"09/18/2024","24.00","24.25","24.15","23.90","25.71M","-1.03%"
"09/19/2024","24.65","24.00","24.75","24.00","7.75M","2.71%"
"09/20/2024","24.25","24.70","24.70","24.00","12.37M","-1.62%"
"09/23/2024","24.30","24.25","24.65","24.00","15.77M","0.21%"
"09/24/2024","25.40","24.30","25.85","24.50","73.54M","4.53%"
"09/25/2024","26.40","25.40","26.40","25.45","41.92M","3.94%"
"09/26/2024","25.75","26.40","26.40","25.60","29.18M","-2.46%"
"09/27/2024","25.75","25.75","25.90","25.55","27.85M","0.00%"
"09/30/2024","28.30","28.30","28.30","28.30","45.20M","9.90%"
"10/02/2024","27.00","29.80","29.80","26.00","108.02M","-4.59%"
"10/03/2024","27.00","27.00","27.40","26.00","37.09M","0.00%"
"10/04/2024","27.35","27.00","27.35","26.90","36.74M","1.30%"
"10/07/2024","28.00","27.35","28.10","27.50","38.12M","2.38%"
"10/08/2024","27.50","28.00","28.50","27.50","23.07M","-1.79%"
"10/09/2024","27.00","27.50","27.75","26.95","38.04M","-1.82%"
"10/10/2024","26.55","27.00","27.00","26.40","30.68M","-1.67%"
"10/11/2024","26.50","26.55","26.95","26.25","25.44M","-0.19%"
"10/14/2024","26.50","26.50","26.95","26.20","33.94M","0.00%"
"10/15/2024","24.50","24.50","25.00","24.05","16.86M","-7.55%"
"10/16/2024","24.40","24.50","25.00","24.35","33.79M","-0.41%"
"10/17/2024","24.40","24.40","24.55","24.40","11.11M","0.00%"
"10/18/2024","25.40","24.40","25.40","24.35","38.60M","4.10%"
"10/21/2024","26.50","25.40","26.50","25.00","138.15M","4.33%"
"10/22/2024","27.00","26.50","27.00","25.95","44.99M","1.89%"
"10/23/2024","28.40","27.00","28.40","26.30","66.03M","5.19%"
"10/24/2024","29.00","28.40","29.15","28.00","58.42M","2.11%"
"10/25/2024","30.10","29.00","30.10","28.25","88.48M","3.79%"
"10/28/2024","28.90","30.10","29.95","28.90","27.00M","-3.99%"
"10/29/2024","29.65","28.90","29.65","27.10","90.41M","2.60%"
"10/30/2024","30.00","29.65","30.00","28.00","95.91M","1.18%"
"10/31/2024","29.80","30.00","29.90","29.00","74.26M","-0.67%"
"11/01/2024","29.00","29.80","29.60","29.00","12.78M","-2.68%"
"11/04/2024","31.90","29.00","31.90","28.05","240.76M","10.00%"
"11/05/2024","35.05","31.90","35.05","30.05","201.96M","9.87%"
"11/06/2024","31.55","35.05","34.20","31.55","78.93M","-9.99%"
"11/07/2024","31.00","31.55","32.00","30.60","36.50M","-1.74%"
"11/08/2024","31.00","31.00","32.50","31.00","19.87M","0.00%"
"11/11/2024","30.95","31.00","31.80","30.80","33.50M","-0.16%"
"11/12/2024","31.65","30.95","31.95","31.00","22.89M","2.26%"
"11/13/2024","32.75","31.65","32.75","31.65","23.74M","3.48%"
"11/14/2024","33.00","32.75","33.50","32.60","17.93M","0.76%"
"11/15/2024","33.45","33.00","33.60","33.00","12.29M","1.36%"
"11/18/2024","33.50","33.45","33.60","33.35","17.34M","0.15%"
"11/19/2024","33.50","33.50","33.50","33.40","16.13M","0.00%"
"11/20/2024","33.45","33.50","34.00","33.40","22.45M","-0.15%"
"11/21/2024","32.90","33.45","33.50","32.90","8.68M","-1.64%"
"11/22/2024","32.35","32.90","33.00","32.35","14.30M","-1.67%"
"11/25/2024","32.35","32.35","32.85","32.15","19.80M","0.00%"
"11/26/2024","31.85","32.35","32.35","31.85","29.60M","-1.55%"
"11/27/2024","32.00","31.85","32.00","31.45","29.44M","0.47%"
"11/28/2024","32.50","32.00","32.50","32.00","12.52M","1.56%"
"11/29/2024","32.70","32.50","32.85","32.50","10.63M","0.62%"
"12/02/2024","33.10","32.70","33.15","32.70","67.87M","1.22%"
"12/03/2024","33.40","33.10","33.95","33.20","31.10M","0.91%"
"12/04/2024","33.45","33.40","33.60","33.45","34.03M","0.15%"
"12/05/2024","33.50","33.45","33.75","33.45","12.43M","0.15%"
"12/06/2024","33.95","33.50","34.00","33.45","42.29M","1.34%"
"12/09/2024","33.55","33.95","33.95","33.55","27.15M","-1.18%"
"12/10/2024","33.30","33.55","33.80","33.30","28.72M","-0.75%"
"12/11/2024","33.35","33.30","33.55","33.30","13.95M","0.15%"
"12/12/2024","33.05","33.35","33.25","33.00","10.26M","-0.90%"
"12/13/2024","33.40","33.05","33.50","33.20","11.26M","1.06%"
"12/16/2024","33.40","33.40","33.60","33.40","17.61M","0.00%"
"12/17/2024","33.35","33.40","33.50","33.30","15.57M","-0.15%"
"12/18/2024","33.40","33.35","33.50","33.20","26.22M","0.15%"
"12/19/2024","33.50","33.40","33.50","33.40","18.62M","0.30%"
"12/20/2024","33.75","33.50","34.45","33.50","43.45M","0.75%"
"12/23/2024","35.00","33.75","35.00","33.75","26.38M","3.70%"
"12/24/2024","36.00","35.00","37.80","34.20","51.17M","2.86%"
"12/27/2024","34.55","36.00","36.90","34.55","41.73M","-4.03%"
"12/30/2024","34.30","34.55","34.80","34.20","16.29M","-0.72%"
"12/31/2024","34.00","34.30","34.50","33.90","17.25M","-0.87%"
"01/02/2025","34.20","34.00","34.25","33.85","12.21M","0.59%"
"01/03/2025","34.90","34.20","35.00","34.50","10.97M","2.05%"
"01/06/2025","34.90","34.90","35.20","34.80","19.05M","0.00%"
"01/07/2025","34.05","34.90","34.90","33.65","14.82M","-2.44%"
"01/08/2025","34.00","34.05","34.05","33.70","11.50M","-0.15%"
"01/09/2025","34.20","34.00","34.35","34.00","11.09M","0.59%"
"01/10/2025","34.20","34.20","34.45","34.00","8.51M","0.00%"
"01/13/2025","34.00","34.20","34.50","34.00","12.61M","-0.58%"
"01/14/2025","34.05","34.00","34.25","33.95","15.11M","0.15%"
